id,rank,rankUpDown,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt13957560,68,-30,Dumb Money,Dumb Money (2023),2023,https://m.media-amazon.com/images/M/MV5BNGFmZGY4MGMtNzIzZi00ODg1LWJhOWUtOTA3NzlhMDZmOWI5XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.6763_AL_.jpg,"Craig Gillespie (director), Paul Dano, Pete Davidson, Vincent D'Onofrio, America Ferrera",6.9,18843
tt14813150,69,+26,Manodrome,Manodrome (2023),2023,https://m.media-amazon.com/images/M/MV5BYTBmYzA3MTMtMDg4Zi00NzQ1LTljODAtNGQxMTkwMjQ5MjY3XkEyXkFqcGdeQXVyMDYxMjcxMQ@@._V1_Ratio0.6763_AL_.jpg,"John Trengove (director), Jesse Eisenberg, Adrien Brody, Odessa Young, Philip Ettinger",4.8,1627
tt1951266,70,+42,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2 (2015),2015,https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_Ratio0.6763_AL_.jpg,"Francis Lawrence (director), Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",6.5,358834
tt26658104,71,+81,Imaginary,Imaginary (2024),2024,https://m.media-amazon.com/images/M/MV5BZmE4M2VlYjUtMmU3Mi00Nzk4LWFiNTQtNWIwZjBlNDkyOGFhXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_Ratio0.6763_AL_.jpg,"Jeff Wadlow (director), DeWanda Wise, Tom Payne, Betty Buckley, Veronica Falcón",,0
tt11389872,72,-12,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes (2024),2024,https://m.media-amazon.com/images/M/MV5BNDcxM2RiOWMtMGEzMC00NDEyLTgzMjEtOWZjYzVhN2E2ZjcyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Wes Ball (director), Freya Allan, Kevin Durand, Dichen Lachman, William H. Macy",,0
tt2709692,73,+72,The Grinch,The Grinch (2018),2018,https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6763_AL_.jpg,"Yarrow Cheney (director), Scott Mosier (director), Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams",6.4,82311
tt0338348,74,+103,The Polar Express,The Polar Express (2004),2004,https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_Ratio0.6763_AL_.jpg,"Robert Zemeckis (director), Tom Hanks, Chris Coppola, Michael Jeter, Leslie Zemeckis",6.6,229958
tt16300962,75,-27,When Evil Lurks,When Evil Lurks (2023),2023,https://m.media-amazon.com/images/M/MV5BMzNkMTA5ZTYtOGEzOC00MmJiLTgxMWYtM2JlZjhlZDVkYWE0XkEyXkFqcGdeQXVyMTczMjkzNDY@._V1_Ratio0.6763_AL_.jpg,"Demián Rugna (director), Ezequiel Rodríguez, Demián Salomón, Silvina Sabater, Luis Ziembrowski",7,14905
tt1951265,76,+38,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1 (2014),2014,https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_Ratio0.6763_AL_.jpg,"Francis Lawrence (director), Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",6.6,488161
tt0111161,77,-11,The Shawshank Redemption,The Shawshank Redemption (1994),1994,https://m.media-amazon.com/images/M/MV5BNDE3ODcxYzMtY2YzZC00NmNlLWJiNDMtZDViZWM2MzIxZDYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_Ratio0.6763_AL_.jpg,"Frank Darabont (director), Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",9.3,2825950
tt21807222,78,-26,Saw X,Saw X (2023),2023,https://m.media-amazon.com/images/M/MV5BMmJhYjBkMzgtZGIwMC00YTAzLWE4NTQtYzVkNDVmYjIzODI0XkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_Ratio0.6763_AL_.jpg,"Kevin Greutert (director), Tobin Bell, Shawnee Smith, Synnøve Macody Lund, Steven Brand",6.6,56766
tt5950044,79,+362,Superman: Legacy,Superman: Legacy (2025),2025,https://m.media-amazon.com/images/M/MV5BNDQwMWM4MGMtOGQ3MS00ZGE2LTg5MWUtNzkzYzczNDM3ZTBmXkEyXkFqcGdeQXVyMTEwODE4ODkz._V1_Ratio0.8019_AL_.jpg,"James Gunn (director), Isabela Merced, Skyler Gisondo, Nicholas Hoult, David Corenswet",,0
tt16491414,80,+2265,The Naughty Nine,The Naughty Nine (2023),2023,https://m.media-amazon.com/images/M/MV5BZmRjNWFlYWYtYjViNC00NTU0LTllZjUtYjBjZWQzNmJmYjliXkEyXkFqcGdeQXVyMjgzMzUxNA@@._V1_Ratio0.8019_AL_.jpg,"Alberto Belli (director), Winslow Fegley, Derek Theler, Deric McCabe, Danny Glover",5,879
tt1160419,81,+11,Dune,Dune (2021),2021,https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Denis Villeneuve (director), Timothée Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac",8,729965
tt14960612,82,+1440,See You on Venus,See You on Venus (2023),2023,https://m.media-amazon.com/images/M/MV5BZmZkYzMzNzctZDk5Yi00ZDY5LWIyN2UtNzgzZTZkNTNlNzg0XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_Ratio0.6860_AL_.jpg,"Joaquín Llamas (director), Virginia Gardner, Alex Aiono, Rob Estes, Eowyn Nyby Krieger",5.9,1850
tt0172495,83,+26,Gladiator,Gladiator (2000),2000,https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_Ratio0.6763_AL_.jpg,"Ridley Scott (director), Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed",8.5,1579971
tt21064584,84,-34,The Iron Claw,The Iron Claw (2023),2023,https://m.media-amazon.com/images/M/MV5BNTMyNmNlYjItNmM2Yi00YWViLTk5Y2MtNGI4YWEyOWU4N2U2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"Sean Durkin (director), Zac Efron, Jeremy Allen White, Harris Dickinson, Maura Tierney",,0
tt17663992,85,+117,Scream VI,Scream VI (2023),2023,https://m.media-amazon.com/images/M/MV5BODBjM2M4YTQtNmJlMS00MGU2LWI4ZGYtZTA1MzdmZDAyMjFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Matt Bettinelli-Olpin (director), Tyler Gillett (director), Courteney Cox, Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown",6.5,111411
tt1877830,86,-2,The Batman,The Batman (2022),2022,https://m.media-amazon.com/images/M/MV5BM2MyNTAwZGEtNTAxNC00ODVjLTgzZjUtYmU0YjAzNmQyZDEwXkEyXkFqcGdeQXVyNDc2NTg3NzA@._V1_Ratio0.6763_AL_.jpg,"Matt Reeves (director), Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell",7.8,746579
tt2906216,87,+9,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves (2023),2023,https://m.media-amazon.com/images/M/MV5BZWM5MTQ3NDMtNGFiMS00Y2E5LWE2ZTUtNzM5MTcyZjM3ODRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"John Francis Daley (director), Jonathan Goldstein (director), Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith",7.3,203225
tt15789038,88,-17,Elemental,Elemental (2023),2023,https://m.media-amazon.com/images/M/MV5BZjYxYWVjMDMtZGRjZS00ZDE4LTk0OWUtMjUyOTI4MmYxNjgwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6763_AL_.jpg,"Peter Sohn (director), Leah Lewis, Mamoudou Athie, Ronnie Del Carmen, Shila Ommi",7,99733
tt6791350,89,-19,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3 (2023),2023,https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"James Gunn (director), Chris Pratt, Chukwudi Iwuji, Bradley Cooper, Pom Klementieff",7.9,347501
tt1462764,90,+31,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny (2023),2023,https://m.media-amazon.com/images/M/MV5BY2M0ZGEwMGQtNzMxOC00OTU2LWExZmUtMTA5N2RhMDZlY2JiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"James Mangold (director), Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas, Karen Allen",6.6,145998
tt0032138,91,+675,The Wizard of Oz,The Wizard of Oz (1939),1939,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_Ratio0.6763_AL_.jpg,"Victor Fleming (director), King Vidor (director), Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",8.1,420266
tt4495098,92,-11,Gran Turismo,Gran Turismo (2023),2023,https://m.media-amazon.com/images/M/MV5BMTI1YjFmN2UtOWZhOC00MjkwLTg2ZjgtNDQ5NDQ3YWNmNGRkXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.6763_AL_.jpg,"Neill Blomkamp (director), David Harbour, Orlando Bloom, Archie Madekwe, Takehiro Hira",7.2,60922
tt1446714,93,+79,Prometheus,Prometheus (2012),2012,https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_Ratio0.6763_AL_.jpg,"Ridley Scott (director), Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron",7,633788
tt6587046,94,-14,The Boy and the Heron,The Boy and the Heron (2023),2023,https://m.media-amazon.com/images/M/MV5BZjZkNThjNTMtOGU0Ni00ZDliLThmNGUtZmMxNWQ3YzAxZTQ1XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6860_AL_.jpg,"Hayao Miyazaki (director), Soma Santoki, Masaki Suda, Takuya Kimura, Aimyon",7.6,6953
tt6718170,95,-23,The Super Mario Bros. Movie,The Super Mario Bros. Movie (2023),2023,https://m.media-amazon.com/images/M/MV5BOTJhNzlmNzctNTU5Yy00N2YwLThhMjQtZDM0YjEzN2Y0ZjNhXkEyXkFqcGdeQXVyMTEwMTQ4MzU5._V1_Ratio0.6763_AL_.jpg,"Aaron Horvath (director), Michael Jelenic (director), Pierre Leduc (director), Fabien Polack (director), Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black",7.1,207104
tt3291150,96,-3,Expend4bles,Expend4bles (2023),2023,https://m.media-amazon.com/images/M/MV5BMDFhYjc2NmUtNDBlOC00NDE5LTk5YWYtYmM4ZmMxNTUxMGNjXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6763_AL_.jpg,"Scott Waugh (director), Jason Statham, 50 Cent, Megan Fox, Dolph Lundgren",4.8,26147
tt0993846,97,-6,The Wolf of Wall Street,The Wolf of Wall Street (2013),2013,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_Ratio0.6763_AL_.jpg,"Martin Scorsese (director), Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",8.2,1532082
tt4513678,98,+28,Ghostbusters: Afterlife,Ghostbusters: Afterlife (2021),2021,https://m.media-amazon.com/images/M/MV5BNDRhNmUwMDktZGZjZS00NWY4LWIyNWItYmZmNWJiMDBiNDQzXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_Ratio0.6763_AL_.jpg,"Jason Reitman (director), Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace",7.1,205319
tt24870072,99,-72,Locked In,Locked In (2023),2023,https://m.media-amazon.com/images/M/MV5BNDFlYWQxMDItMzQxMS00YzE0LWI2MDctNzRmOTAxYjA2YjViXkEyXkFqcGdeQXVyNDQwMTQ5ODk@._V1_Ratio0.8019_AL_.jpg,"Nour Wazzi (director), Famke Janssen, Rose Williams, Alex Hassell, Finn Cole",5.1,6440
tt27921620,100,+2614,All-Time High,All-Time High (2023),2023,https://m.media-amazon.com/images/M/MV5BN2FjZDRkY2UtODU4Ni00ZmM0LTgxODMtYmY2ZTE2M2MyNTBhXkEyXkFqcGdeQXVyMTUyMzg5NzM2._V1_Ratio0.7150_AL_.jpg,"Julien Hollande (director), Nassim Lyes, Zoé Marchal, Adrien Essamir, Youssef Ramal",5.7,1133
