id,rank,rankUpDown,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt0093437,69,+54,The Lost Boys,The Lost Boys (1987),1987,https://m.media-amazon.com/images/M/MV5BMWEzNmUxZTMtZjY0My00OGNmLWIyNDctODM2YzZjM2YwZWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6860_AL_.jpg,"Joel Schumacher (director), Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes",7.2,155324
tt21262240,70,+815,Mission Raniganj,Mission Raniganj (2023),2023,https://m.media-amazon.com/images/M/MV5BNTgwMzVhZjctYTFhNi00ODE1LThjOTQtNzZiZjhkOTE3MTI5XkEyXkFqcGdeQXVyODA4MzQ2NDk@._V1_Ratio0.7536_AL_.jpg,"Tinu Suresh Desai (director), Akshay Kumar, Parineeti Chopra, Rajesh Sharma, Ravi Kishan",7.7,11711
tt6857112,71,+483,Us,Us (2019),2019,https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_Ratio0.6763_AL_.jpg,"Jordan Peele (director), Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",6.8,326909
tt0077651,72,+19,Halloween,Halloween (1978),1978,https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,"John Carpenter (director), Donald Pleasence, Jamie Lee Curtis, Tony Moran, Nancy Kyes",7.7,296402
tt16300962,73,+224,When Evil Lurks,When Evil Lurks (2023),2023,https://m.media-amazon.com/images/M/MV5BODE4Y2NlZTYtMGYxNy00MGI2LTkzZjEtMDNkNDVkMmMwZjkyXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_Ratio0.6763_AL_.jpg,"Demián Rugna (director), Ezequiel Rodríguez, Luis Ziembrowski, Demián Salomón, Federico Liss",7.4,732
tt1160419,74,-4,Dune,Dune (2021),2021,https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Denis Villeneuve (director), Timothée Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac",8,721347
tt18925334,75,+62,Pearl,Pearl (2022),2022,https://m.media-amazon.com/images/M/MV5BZTFkNmE5MjUtZDE1Yi00ZmQyLTk2YWUtN2EwODA1ZmNlOTA5XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_Ratio0.6763_AL_.jpg,"Ti West (director), Mia Goth, David Corenswet, Tandi Wright, Matthew Sunderland",7,75096
tt0455944,76,+3,The Equalizer,The Equalizer (2014),2014,https://m.media-amazon.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_Ratio0.6763_AL_.jpg,"Antoine Fuqua (director), Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",7.2,402260
tt18556326,77,+5369,Awareness,Awareness (2023),2023,https://m.media-amazon.com/images/M/MV5BNzM4YzYzM2ItYTIxNy00MDIyLWE0ZTEtMTIxMmRiODE5MzQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Daniel Benmayor (director), Pedro Alonso, Enzo Calleja, Jesús Castells, Victor Cerezuela",5.2,1269
tt5814060,78,-15,The Nun,The Nun (2018),2018,https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_Ratio0.6763_AL_.jpg,"Corin Hardy (director), Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",5.3,161923
tt13238346,79,-19,Past Lives,Past Lives (2023),2023,https://m.media-amazon.com/images/M/MV5BOTkzYmMxNTItZDAxNC00NGM0LWIyODMtMWYzMzRkMjIyMTE1XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_Ratio0.6763_AL_.jpg,"Celine Song (director), Greta Lee, Teo Yoo, John Magaro, Moon Seung-ah",8,33890
tt6791350,80,-13,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3 (2023),2023,https://m.media-amazon.com/images/M/MV5BMDgxOTdjMzYtZGQxMS00ZTAzLWI4Y2UtMTQzN2VlYjYyZWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"James Gunn (director), Chris Pratt, Chukwudi Iwuji, Bradley Cooper, Pom Klementieff",7.9,333216
tt26547864,81,+6379,The Conference,The Conference (2023),2023,https://m.media-amazon.com/images/M/MV5BMzM5OTc1OGEtNWYzZS00MzAzLTkxM2EtNzE3OGFjNTQwYzU1XkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_Ratio0.7150_AL_.jpg,"Patrik Eklund (director), Katia Winter, Adam Lundgren, Eva Melander, Bahar Pars",5.8,5007
tt19623240,82,+7,Winnie the Pooh: Blood and Honey,Winnie the Pooh: Blood and Honey (2023),2023,https://m.media-amazon.com/images/M/MV5BNGMwNjBlM2MtYzFlNi00ZDgwLTkwN2QtMjgzOWVjMWQ4NzAzXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_Ratio0.7826_AL_.jpg,"Rhys Frake-Waterfield (director), Nikolai Leon, Maria Taylor, Natasha Rose Mills, Amber Doig-Thorne",2.9,22143
tt7958736,83,+1051,Ma,Ma (2019),2019,https://m.media-amazon.com/images/M/MV5BMTA2MjA3ODU0NjBeQTJeQWpwZ15BbWU4MDE3NTQxNDcz._V1_Ratio0.6763_AL_.jpg,"Tate Taylor (director), Octavia Spencer, Diana Silvers, Juliette Lewis, McKaley Miller",5.6,57546
tt17527468,84,-30,Bottoms,Bottoms (2023),2023,https://m.media-amazon.com/images/M/MV5BZWZkZjE2OGYtN2RiMS00ZDE5LWFlZGQtYzI1OTNhZDZkYzM3XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_Ratio0.6763_AL_.jpg,"Emma Seligman (director), Rachel Sennott, Ayo Edebiri, Ruby Cruz, Havana Rose Liu",7,15726
tt2906216,85,-21,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves (2023),2023,https://m.media-amazon.com/images/M/MV5BZWM5MTQ3NDMtNGFiMS00Y2E5LWE2ZTUtNzM5MTcyZjM3ODRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"John Francis Daley (director), Jonathan Goldstein (director), Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith",7.3,193557
tt0993846,86,-18,The Wolf of Wall Street,The Wolf of Wall Street (2013),2013,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_Ratio0.6763_AL_.jpg,"Martin Scorsese (director), Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",8.2,1518259
tt0111161,87,-16,The Shawshank Redemption,The Shawshank Redemption (1994),1994,https://m.media-amazon.com/images/M/MV5BNDE3ODcxYzMtY2YzZC00NmNlLWJiNDMtZDViZWM2MzIxZDYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_Ratio0.6763_AL_.jpg,"Frank Darabont (director), Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",9.3,2810400
tt13444014,88,-43,Love at First Sight,Love at First Sight (2023),2023,https://m.media-amazon.com/images/M/MV5BYmE0MWJhNDgtMTIwNy00YTE0LWIwMTQtY2QzZDRkZjI3OTNhXkEyXkFqcGdeQXVyMTQ4MDUxMTk1._V1_Ratio0.6763_AL_.jpg,"Vanessa Caswill (director), Haley Lu Richardson, Ben Hardy, Rob Delaney, Katrina Nare",6.9,21075
tt14230388,89,-28,Asteroid City,Asteroid City (2023),2023,https://m.media-amazon.com/images/M/MV5BNDJmMzY0ZGUtYWE1My00OWViLTg1NTctOWMwZWJlNDQzNGRiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6763_AL_.jpg,"Wes Anderson (director), Jason Schwartzman, Scarlett Johansson, Tom Hanks, Jeffrey Wright",6.6,80965
tt0338094,90,+40,The Haunted Mansion,The Haunted Mansion (2003),2003,https://m.media-amazon.com/images/M/MV5BOWNkNzNlYWItNjIwOC00NzNlLTkxY2MtOWQyMTdmYTAzNGY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_Ratio0.6763_AL_.jpg,"Rob Minkoff (director), Eddie Murphy, Marsha Thomason, Jennifer Tilly, Terence Stamp",5.1,55009
tt1462764,91,-22,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny (2023),2023,https://m.media-amazon.com/images/M/MV5BY2M0ZGEwMGQtNzMxOC00OTU2LWExZmUtMTA5N2RhMDZlY2JiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"James Mangold (director), Harrison Ford, Phoebe Waller-Bridge, Antonio Banderas, Karen Allen",6.7,135201
tt22041854,92,-77,Priscilla,Priscilla (2023),2023,https://m.media-amazon.com/images/M/MV5BOTQyZTBiMjAtZTNjZi00ZjU0LWFkMTQtMDE3Nzc1MjVmMTM4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_Ratio0.6763_AL_.jpg,"Sofia Coppola (director), Cailee Spaeny, Jacob Elordi, Ari Cohen, Dagmara Dominczyk",6.7,910
tt0241527,93,-37,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone (2001),2001,https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_Ratio0.6860_AL_.jpg,"Chris Columbus (director), Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith",7.6,828921
tt25471950,94,-64,Flora and Son,Flora and Son (2023),2023,https://m.media-amazon.com/images/M/MV5BZGUwODA1NGEtMzY4My00Y2FlLTg4NzMtMTNiNDQ1MGY2NDQyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"John Carney (director), Eve Hewson, Joseph Gordon-Levitt, Orén Kinlan, Marcella Plunkett",7.1,6298
tt10545296,95,-21,The Hunger Games: The Ballad of Songbirds and Snakes,The Hunger Games: The Ballad of Songbirds and Snakes (2023),2023,https://m.media-amazon.com/images/M/MV5BOTZmMmY2MzctMjU2Yy00YjJlLTk1NjAtY2U4MmMxOWZkZWY4XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6763_AL_.jpg,"Francis Lawrence (director), Rachel Zegler, Tom Blyth, Viola Davis, Dexter Sol Ansell",,0
tt0081505,96,+40,The Shining,The Shining (1980),1980,https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,"Stanley Kubrick (director), Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers",8.4,1075318
tt0758746,97,+305,Friday the 13th,Friday the 13th (2009),2009,https://m.media-amazon.com/images/M/MV5BMTQ5ODI5NTMzN15BMl5BanBnXkFtZTcwNzY4MTYxMg@@._V1_Ratio0.6763_AL_.jpg,"Marcus Nispel (director), Jared Padalecki, Amanda Righetti, Derek Mears, Danielle Panabaker",5.5,114446
tt14209916,98,+29,Cocaine Bear,Cocaine Bear (2023),2023,https://m.media-amazon.com/images/M/MV5BODAwZDQ5ZjEtZDI1My00MTFiLTg0ZjUtOGE2YTBkOTdjODFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Elizabeth Banks (director), Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr., Ray Liotta",5.9,94653
tt21940010,99,-46,A Million Miles Away,A Million Miles Away (2023),2023,https://m.media-amazon.com/images/M/MV5BMmMxYjU3YmItY2NlOS00YmI1LTkxZmUtM2Q1NmE1N2E4MmI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"Alejandra Márquez Abella (director), Michael Peña, Rosa Salazar, Julio Cesar Cedillo, Veronica Falcón",7.3,14129
tt13287846,100,+5,Napoleon,Napoleon (2023),2023,https://m.media-amazon.com/images/M/MV5BZWIzNDAxMTktMDMzZS00ZjJmLTlhNjYtOGUxYmZlYzVmOGE4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.6763_AL_.jpg,"Ridley Scott (director), Vanessa Kirby, Ludivine Sagnier, Joaquin Phoenix, Rupert Everett",,0
